case_index,reference_mean_ms,reference_median_ms,reference_min_ms,reference_max_ms,reference_stdev_ms,tilelang_mean_ms,tilelang_median_ms,tilelang_min_ms,tilelang_max_ms,tilelang_stdev_ms,ascendc_mean_ms,ascendc_median_ms,ascendc_min_ms,ascendc_max_ms,ascendc_stdev_ms,ascendc_vs_ref_speedup,tilelang_vs_ref_speedup
0,0.9491376578807831,0.6598657928407192,0.6275298073887825,3.2291123643517494,0.8072340736155704,,,,,,1.4299278147518635,1.3789511285722256,1.3165716081857681,1.7034215852618217,0.11617139535204224,0.664,
1,0.6355863064527512,0.43956004083156586,0.38859155029058456,1.9647600129246712,0.4949572304753586,,,,,,2.771113160997629,1.6813757829368114,1.0415902361273766,6.796552799642086,2.1064703409125816,0.229,
2,13.381694164127111,12.718370649963617,7.640632800757885,21.574819460511208,4.361244169570586,,,,,,2.3276081308722496,2.143091056495905,2.0989011973142624,3.262682817876339,0.3716476508276707,5.749,
3,10.891534201800823,10.795805603265762,7.6264142990112305,14.16428666561842,2.5125172251587213,,,,,,2.353741228580475,2.0935512147843838,2.0477809011936188,4.713132046163082,0.8295971518351556,4.627,
4,12.725687958300114,11.889935471117496,9.400664828717709,17.97734946012497,3.1132661205222414,,,,,,1.5226026065647602,1.458980143070221,1.3064313679933548,2.0444709807634354,0.2484532949339287,8.358,
5,0.5007983185350895,0.4795552231371403,0.42004045099020004,0.62590092420578,0.08193450615898087,,,,,,0.4072542302310467,0.40698982775211334,0.39944984018802643,0.4186294972896576,0.005814095298120625,1.230,
6,1.435103639960289,1.1016353964805603,0.8650897070765495,4.102332517504692,0.9772740595673961,,,,,,1.730805914849043,1.5767263248562813,1.2759696692228317,2.751722000539303,0.5120606652879451,0.829,
7,1.1540625244379044,0.6916499696671963,0.5703093484044075,4.409062676131725,1.1784944120889471,,,,,,0.9177854284644127,0.9019253775477409,0.8813608437776566,1.0208804160356522,0.04318904348558692,1.257,
8,10.724310856312513,11.018830351531506,8.09338316321373,13.225995935499668,2.094218022671027,,,,,,1.292322762310505,1.2908363714814186,1.285141333937645,1.3009905815124512,0.006102420606943755,8.298,
9,10.916570108383894,11.046675499528646,6.965832784771919,16.490216366946697,2.6920172808939644,,,,,,0.8755812421441078,0.867809634655714,0.8581001311540604,0.943891704082489,0.025882538667430777,12.468,
10,12.305696588009596,11.603240389376879,7.053072564303875,18.13475787639618,3.6591118649054377,,,,,,1.1590534821152687,0.8976305834949017,0.7886495441198349,1.9546914845705032,0.4658489646917295,10.617,
11,13.122284784913063,11.754635255783796,7.343214005231857,27.412432245910168,5.71980592641748,,,,,,1.6344068571925163,1.017184928059578,0.999700278043747,5.2227722480893135,1.4097834968279965,8.029,
12,1.8944120034575462,1.3596313074231148,0.7903603836894035,6.971673108637333,1.8335967556014667,,,,,,1.743063796311617,1.4071352779865265,1.365911215543747,3.630341961979866,0.7542160235446873,1.087,
13,2.4924361146986485,1.8403609283268452,0.9638695046305656,8.671293966472149,2.314570839760665,,,,,,2.5003699585795403,2.3969304747879505,2.3546013981103897,3.0212411656975746,0.23767480165634847,0.997,
14,13.052597921341658,11.417509987950325,8.556053973734379,21.880759857594967,4.608055935738109,,,,,,1.9022037275135517,1.7451350577175617,1.7105592414736748,2.3653218522667885,0.27559008366354526,6.862,
15,12.352281715720892,10.524735320359468,7.207563146948814,21.928940899670124,4.993824633157429,,,,,,2.672084141522646,2.1157758310437202,2.072591334581375,4.7727320343256,0.9836796224952412,4.623,
16,12.75920970365405,11.652850545942783,8.097083307802677,18.942298367619514,4.0680187990390735,,,,,,2.903201524168253,2.692566718906164,2.419610507786274,4.208222031593323,0.5834969367992257,4.395,
17,10.03208663314581,9.626494720578194,5.822022445499897,14.636186882853508,3.366105513457745,,,,,,0.502302311360836,0.5032201297581196,0.48478972166776657,0.5153501406311989,0.008876275242458003,19.972,
18,1.7226826399564743,1.5216008760035038,1.0877596214413643,2.600700594484806,0.6531324243397412,,,,,,2.725675329566002,2.5009512901306152,2.352790907025337,4.136721603572369,0.5484946332521193,0.632,
19,0.6317384541034698,0.49388548359274864,0.4770401865243912,1.2138905003666878,0.2880391973874364,,,,,,0.6672085262835026,0.6128246895968914,0.6013503298163414,1.1551203206181526,0.17170204571055606,0.947,
20,12.357512768357992,10.883710347115993,10.033395141363144,19.432908855378628,3.1746843437033783,,,,,,1.9048347137868404,1.7937207594513893,1.7630904912948608,2.6545319706201553,0.28415952882948753,6.487,
21,15.429351013153791,14.516026712954044,9.803575463593006,22.8416807949543,4.000927243946592,,,,,,1.57338073477149,1.4080856926739216,1.3674302026629448,2.598600462079048,0.3816994140817288,9.806,
22,12.153657339513302,11.157634668052197,9.062905795872211,17.787277698516846,2.8910407450310345,,,,,,3.6954354494810104,2.743056043982506,2.2713905200362206,7.336832582950592,1.7859083332361054,3.289,
23,11.741470452398062,11.920090764760971,7.845824584364891,13.65380547940731,1.7701671637744925,,,,,,1.1839695274829865,1.151564996689558,1.1195000261068344,1.401861198246479,0.08528846773499618,9.917,
24,1.2219264172017574,0.8504050783813,0.7362402975559235,3.252001479268074,0.817489212775946,,,,,,0.9725993499159813,0.9352699853479862,0.8889799937605858,1.2892410159111023,0.1218987059365224,1.256,
25,1.0524515062570572,0.9619058109819889,0.9105298668146133,1.6721012070775032,0.232611470545151,,,,,,2.528918255120516,2.398096490651369,2.2543007507920265,3.74424085021019,0.4459896625466136,0.416,
26,8.97958604618907,7.797698490321636,6.191091611981392,13.94517719745636,2.655640387517765,,,,,,0.7175363600254059,0.5696602165699005,0.5593001842498779,1.3039708137512207,0.2786692470129883,12.514,
27,12.889364082366228,12.65455549582839,6.61266315728426,17.328128218650818,3.216124445624876,,,,,,0.6866201758384705,0.48651499673724174,0.4659593105316162,1.7260108143091202,0.42140404113295177,18.772,
28,16.484103351831436,13.607475906610489,8.67194402962923,29.76865414530039,7.524266227610925,,,,,,1.977826002985239,1.7937012016773224,0.7749702781438828,3.6977622658014297,1.1832517349891827,8.334,
29,12.888368871062994,12.791935354471207,9.350884705781937,17.28032808750868,2.45922928700049,,,,,,3.8412257097661495,3.7345816381275654,2.682202495634556,5.304712802171707,0.9163403290984241,3.355,
30,1.7018689773976803,1.6466355882585049,1.436181366443634,2.282821573317051,0.28386994703724955,,,,,,3.770180605351925,2.884121146053076,2.1293312311172485,9.83851496130228,2.30686698463242,0.451,
31,1.9235847517848015,0.9079799056053162,0.7222294807434082,7.551843300461769,2.245871523350101,,,,,,1.4519684948027134,1.26952538266778,1.090189442038536,3.230012021958828,0.6440615502907079,1.325,
32,12.388643529266119,12.871560640633106,7.4035534635186195,17.85459741950035,3.258231356768858,,,,,,3.0620893463492393,2.316331025213003,2.1592210978269577,7.0859333500266075,1.6316075455332537,4.046,
33,10.054084658622742,11.133919935673475,5.4044825956225395,13.446405529975891,2.8058566172389967,,,,,,1.5002857893705368,1.0176505893468857,0.9391112253069878,4.793522879481316,1.2188109141475048,6.701,
34,14.958877768367529,14.764546882361174,7.053302600979805,26.989351958036423,5.72985025998246,,,,,,2.693371195346117,1.918461173772812,1.571119762957096,7.402563467621803,1.8239474751910725,5.554,
35,14.325250592082739,12.24524062126875,6.699453108012676,28.539983555674553,6.244165292510897,,,,,,2.113549876958132,1.6482509672641754,1.5952400863170624,4.578591324388981,0.9990379492514974,6.778,
36,1.9848529249429703,1.795866061002016,1.622060313820839,3.454151563346386,0.5608606179452983,,,,,,2.7464592829346657,2.5776666589081287,2.5341110303997993,4.241622053086758,0.5268482066905237,0.723,
37,4.727328196167946,3.261891659349203,0.9941598400473595,11.850575916469097,3.9614736546695024,,,,,,1.4749026857316494,1.4785961247980595,1.448730006814003,1.4949208125472069,0.015283163203312009,3.205,
38,11.841906420886517,11.256595142185688,9.618164040148258,18.941957503557205,2.708821883263007,,,,,,1.3578055426478386,1.3513858430087566,1.3200510293245316,1.4636004343628883,0.03983396024855842,8.721,
39,9.048345126211643,8.724878542125225,6.461393088102341,13.00706621259451,1.8085306687416236,,,,,,1.2856855057179928,1.1592148803174496,1.1047497391700745,1.6800612211227417,0.2234812880687827,7.038,
40,9.41656930372119,9.499079082161188,7.3434142395854,12.226724997162819,1.600722042040795,,,,,,2.4858061224222183,2.1850308403372765,2.051711082458496,3.4347912296652794,0.5350992571270267,3.788,
41,9.23926429823041,8.780833799391985,6.4551131799817085,12.269756756722927,2.1341798468938435,,,,,,1.5145978890359402,0.9135403670370579,0.6811404600739479,3.98850254714489,1.1737823948707604,6.100,
42,2.2883900441229343,1.5897508710622787,1.1932896450161934,9.18535515666008,2.436615659201841,,,,,,1.8183697946369648,1.5442902222275734,1.4671813696622849,2.706141211092472,0.4708303881456412,1.258,
43,1.1077567003667355,1.1450359597802162,0.9517604485154152,1.2895502150058746,0.1160815393749671,,,,,,2.3346842266619205,1.4148959890007973,1.3736998662352562,6.368222646415234,1.72892360721068,0.474,
