case_index,impl,mean_ms,median_ms,min_ms,max_ms,stdev_ms
750,reference,0.4104490391910076,0.36831991747021675,0.35343971103429794,0.7455907762050629,0.11912027397868667
751,reference,0.6999623030424118,0.6674351170659065,0.6555104628205299,0.853060744702816,0.07564814850913289
752,reference,0.3995893523097038,0.4008151590824127,0.3718016669154167,0.43622031807899475,0.01833599279787833
753,reference,1.053929328918457,1.0393708944320679,1.0347599163651466,1.143360510468483,0.03510289705258642
754,reference,1.032116450369358,1.0244399309158325,1.0109208524227142,1.1101113632321358,0.028567723089394752
755,reference,1.225326582789421,1.0570008307695389,1.0492699220776558,2.6341211050748825,0.4963359218917658
756,reference,1.0605295188724995,1.030575018376112,1.0182391852140427,1.276601105928421,0.07836143591408679
757,reference,0.5287340842187405,0.5252053961157799,0.5168905481696129,0.5533993244171143,0.011736535136186
758,reference,0.7919514551758766,0.7889303378760815,0.7813293486833572,0.8189007639884949,0.01111149402907475
759,reference,0.7891942746937275,0.7854201830923557,0.7724696770310402,0.8105002343654633,0.013840550079703116
760,reference,0.6993673741817474,0.6781397387385368,0.6565004587173462,0.8995207026600838,0.0718114600717022
761,reference,0.4074892960488796,0.4084804095327854,0.38968026638031006,0.41687116026878357,0.009172302944153492
762,reference,1.0466535575687885,1.0465155355632305,1.0331803932785988,1.0570399463176727,0.008030861542004256
763,reference,1.0428624227643013,1.0424149222671986,1.031041145324707,1.0522101074457169,0.006516948317526554
764,reference,1.0944966226816177,1.0269107297062874,1.0171802714467049,1.4509111642837524,0.1378559909026557
765,reference,1.0319784283638,1.0316302068531513,1.0193614289164543,1.053960993885994,0.009976940652507598
766,reference,1.0738393291831017,1.0643554851412773,1.0583596304059029,1.1590905487537384,0.030361529037557664
767,reference,0.4948372021317482,0.4742448218166828,0.4596104845404625,0.598561018705368,0.04802827942062914
768,reference,0.47387629747390747,0.4715798422694206,0.46238116919994354,0.485260970890522,0.009324393801246623
769,reference,0.47526415437459946,0.4732445813715458,0.46464987099170685,0.48851128667593,0.007757438947924322
770,reference,0.529130082577467,0.529005192220211,0.5141198635101318,0.5427496507763863,0.010504117857242262
771,reference,0.6217684596776962,0.5969405174255371,0.5317805334925652,0.8070310577750206,0.09391239902465956
772,reference,1.0822725482285023,1.0808897204697132,1.0721208527684212,1.0969499126076698,0.008338440226848091
773,reference,0.8058744482696056,0.8028503507375717,0.784900039434433,0.8467799052596092,0.018309942696175682
774,reference,0.7362464442849159,0.7360209710896015,0.7292302325367928,0.7474999874830246,0.005527548843879404
775,reference,0.41344137862324715,0.412005465477705,0.40758028626441956,0.43107103556394577,0.006924699350765971
776,reference,0.38365600630640984,0.3824196755886078,0.37348922342061996,0.39892084896564484,0.008056354782046691
777,reference,1.0908443480730057,1.0869204998016357,1.0796496644616127,1.122819259762764,0.01299233606445242
778,reference,0.4678444005548954,0.43131038546562195,0.4169698804616928,0.7190406322479248,0.09624214932388726
779,reference,0.3824322484433651,0.37858961150050163,0.36868080496788025,0.420411117374897,0.01451139152001107
780,reference,0.37765437737107277,0.3786953166127205,0.364900566637516,0.3936896100640297,0.00816905281940264
781,reference,0.38981735706329346,0.38269488140940666,0.37019141018390656,0.42874086648225784,0.019986721104687525
782,reference,1.0997063480317593,1.0992749594151974,1.0894108563661575,1.1117393150925636,0.005928011473783026
783,reference,0.897489208728075,0.8746851235628128,0.8651195093989372,1.0345801711082458,0.05116546962394254
784,reference,0.7096175104379654,0.708630308508873,0.7011797279119492,0.7271412760019302,0.007597951526826037
785,reference,1.110924407839775,1.109064556658268,1.1033602058887482,1.1368198320269585,0.009521255302987792
786,reference,0.5321081727743149,0.5311104469001293,0.5270903930068016,0.5390504375100136,0.003768468744746003
787,reference,0.5396090447902679,0.5369000136852264,0.5281995981931686,0.5605900660157204,0.010485387777717478
788,reference,0.5349284037947655,0.5333204753696918,0.5252603441476822,0.5484204739332199,0.008319073140591951
789,reference,0.4573822021484375,0.45583024621009827,0.4523899406194687,0.46418048441410065,0.004250376546516859
790,reference,0.4458662122488022,0.43808016926050186,0.43434929102659225,0.4718499258160591,0.014515218540683736
791,reference,1.1111235246062279,1.109585165977478,1.1028703302145004,1.126641407608986,0.007548116951985561
792,reference,1.1105275712907314,1.1089104227721691,1.1023711413145065,1.1292612180113792,0.00832152211568889
793,reference,0.8900707587599754,0.8877706713974476,0.8807703852653503,0.9027402848005295,0.007258628221137372
794,reference,0.406448170542717,0.401464756578207,0.39247050881385803,0.45646075159311295,0.017970379873200795
795,reference,0.4035922698676586,0.4026005044579506,0.39520952850580215,0.4115300253033638,0.0048396166104804905
796,reference,1.0471145622432232,1.044420525431633,1.0366402566432953,1.0649198666214943,0.008988436760795086
797,reference,0.44563421979546547,0.43962011113762856,0.4272209480404854,0.5125598981976509,0.024059763721399063
798,reference,0.4342001862823963,0.4359954036772251,0.4256200045347214,0.43939147144556046,0.0049035354458273036
799,reference,0.43856529518961906,0.43852534145116806,0.4268502816557884,0.4603806883096695,0.009950643481023458
800,reference,0.7740171626210213,0.7756100967526436,0.7646800950169563,0.7901210337877274,0.007783380554285377
801,reference,1.159764640033245,1.157970167696476,1.150631345808506,1.1737402528524399,0.00778502457651109
802,reference,0.6427932530641556,0.6417701952159405,0.637800432741642,0.6542615592479706,0.004735410410647896
803,reference,0.757194310426712,0.75531005859375,0.7442506030201912,0.7768096402287483,0.008873696247999312
804,reference,1.2264583259820938,1.2198309414088726,1.2078098952770233,1.2689093127846718,0.018036930210469416
805,reference,0.871612410992384,0.8733649738132954,0.8639013394713402,0.880570150911808,0.005516485641759239
806,reference,0.8722585625946522,0.8698212914168835,0.8641714230179787,0.8898898959159851,0.007335942315657022
807,reference,1.1874625459313393,1.1803456582129002,1.1743009090423584,1.2574512511491776,0.024854438361061423
808,reference,1.247786357998848,1.2476956471800804,1.2350408360362053,1.2610405683517456,0.008107433110689368
809,reference,0.9437604807317257,0.9186109527945518,0.8992897346615791,1.1771302670240402,0.08359592170221786
810,reference,0.710530299693346,0.47051534056663513,0.4532197490334511,2.460591495037079,0.6224926267867457
811,reference,0.4587272182106972,0.458800233900547,0.44731050729751587,0.4698997363448143,0.006155984657225769
812,reference,0.43611833825707436,0.4330454394221306,0.42167119681835175,0.4554698243737221,0.010163051300142388
813,reference,0.44056419283151627,0.4327050410211086,0.4226304590702057,0.48827938735485077,0.01947668140786838
814,reference,1.1363696306943893,1.1329902336001396,1.1181412264704704,1.1563198640942574,0.014731117299918028
815,reference,0.6718841381371021,0.6704656407237053,0.6616301834583282,0.688440166413784,0.008182268121236165
816,reference,1.2214693240821362,1.1887499131262302,1.1701704934239388,1.439879648387432,0.08368131632894657
817,reference,0.5113271065056324,0.5105547606945038,0.5014706403017044,0.5222205072641373,0.0062657773694861935
818,reference,0.5217333324253559,0.5213404074311256,0.5172593519091606,0.528460368514061,0.003361574181549594
819,reference,0.5241180770099163,0.5238554440438747,0.5199294537305832,0.5301507189869881,0.002811104941324894
820,reference,0.548990536481142,0.547285657376051,0.541049987077713,0.5604410544037819,0.007114852886861461
821,reference,0.6687172688543797,0.5414402112364769,0.5376199260354042,1.8080603331327438,0.40034438444225295
822,reference,0.8905674330890179,0.8856263011693954,0.8810004219412804,0.9239399805665016,0.013230060703843033
823,reference,0.4389481619000435,0.43708598241209984,0.4289606586098671,0.4603704437613487,0.008655642765257713
824,reference,0.6229562684893608,0.6219055503606796,0.6133895367383957,0.6329501047730446,0.0065008247084155256
825,reference,0.6322573870420456,0.6282208487391472,0.6162403151392937,0.6632599979639053,0.017537131184572806
826,reference,0.6253872998058796,0.6231749430298805,0.612650066614151,0.6596101447939873,0.012987574360813905
827,reference,0.9397885762155056,0.9373761713504791,0.9358199313282967,0.9521106258034706,0.004925799933815839
828,reference,1.090362574905157,1.090275589376688,1.080530695617199,1.102641224861145,0.007514039592020259
829,reference,0.9977063164114952,0.994345173239708,0.9868312627077103,1.0299598798155785,0.011956766858735724
830,reference,1.1620594188570976,1.1419709771871567,1.108500175178051,1.2703994289040565,0.05674218344894905
831,reference,0.9951374493539333,0.9942310862243176,0.9912112727761269,1.0023703798651695,0.0034559671241395557
832,reference,0.6818924099206924,0.6833849474787712,0.6737308576703072,0.6888695061206818,0.005859624416578592
833,reference,0.4255363717675209,0.42696064338088036,0.41945092380046844,0.4318505525588989,0.00470928156391571
834,reference,0.8053375408053398,0.6141006015241146,0.6022108718752861,2.5208406150341034,0.602865052202234
835,reference,0.41589224711060524,0.41649071499705315,0.4091896116733551,0.42609963566064835,0.005636097041350032
836,reference,0.44772522523999214,0.42216572910547256,0.41228998452425003,0.605330802500248,0.05880512873451866
837,reference,0.9819624945521355,0.9821006096899509,0.9742509573698044,0.9923307225108147,0.00567144506321381
838,reference,0.4402182996273041,0.4385700449347496,0.42780954390764236,0.4657115787267685,0.011265330097045013
