----------------------------------------------------------------------------------------
Impl         Status       Mean(ms)       Median          Min          Max          Std
----------------------------------------------------------------------------------------
reference    OK              3.527        1.594        0.407       15.219        4.024
tilelang     ERROR               -            -            -            -            -
ascendc      OK             18.542       12.970        0.675       84.597       15.071
----------------------------------------------------------------------------------------
reference -> /home/Code/AscendOpGenAgent/output/20260423_181735/6_CausalConv1dFn/model.py
case[49] mean=1.197 ms, median=1.218 ms, samples(ms): [1.160, 1.230, 1.216, 1.219, 1.240, 1.134, 1.223, 1.258, 1.156, 1.133]
case[50] mean=0.497 ms, median=0.488 ms, samples(ms): [0.488, 0.486, 0.476, 0.488, 0.550, 0.517, 0.517, 0.479, 0.487, 0.481]
case[51] mean=0.720 ms, median=0.718 ms, samples(ms): [0.714, 0.776, 0.722, 0.728, 0.712, 0.734, 0.698, 0.688, 0.700, 0.730]
case[52] mean=0.930 ms, median=0.931 ms, samples(ms): [0.988, 0.972, 0.966, 0.886, 0.879, 0.895, 0.880, 0.964, 0.969, 0.897]
case[53] mean=2.299 ms, median=2.291 ms, samples(ms): [2.315, 2.302, 2.267, 2.364, 2.302, 2.267, 2.265, 2.281, 2.268, 2.359]
case[54] mean=4.236 ms, median=3.519 ms, samples(ms): [3.717, 3.417, 7.183, 3.653, 3.401, 3.350, 3.438, 3.395, 7.206, 3.599]
case[55] mean=2.255 ms, median=2.272 ms, samples(ms): [2.182, 2.274, 2.286, 2.295, 2.279, 2.215, 2.193, 2.269, 2.310, 2.250]
case[56] mean=3.173 ms, median=2.871 ms, samples(ms): [5.867, 3.102, 2.883, 2.873, 2.823, 2.835, 2.896, 2.793, 2.868, 2.788]
case[57] mean=12.260 ms, median=12.771 ms, samples(ms): [12.742, 12.783, 12.722, 12.748, 12.787, 12.783, 12.760, 12.796, 13.959, 6.523]
case[58] mean=5.600 ms, median=5.576 ms, samples(ms): [3.935, 3.932, 7.768, 4.288, 7.049, 4.073, 6.948, 6.960, 4.183, 6.864]
case[59] mean=1.807 ms, median=1.800 ms, samples(ms): [1.810, 1.822, 1.789, 1.839, 1.767, 1.845, 1.784, 1.782, 1.779, 1.849]
----------------------------------------------------------------------------------------
ascendc -> /home/Code/AscendOpGenAgent/output/20260423_181735/6_CausalConv1dFn/model_new_ascendc.py
case[0] mean=11.457 ms, median=10.550 ms, samples(ms): [14.999, 10.225, 13.619, 10.280, 10.821, 10.135, 10.190, 12.674, 10.225, 11.400]
case[1] mean=38.451 ms, median=38.448 ms, samples(ms): [39.071, 40.446, 39.503, 37.017, 38.166, 34.814, 38.245, 37.899, 40.697, 38.650]
case[2] mean=47.363 ms, median=47.407 ms, samples(ms): [54.976, 48.409, 49.655, 49.851, 47.979, 42.430, 46.835, 43.770, 43.620, 46.105]
case[3] mean=10.399 ms, median=9.976 ms, samples(ms): [8.863, 13.584, 9.913, 10.050, 9.687, 10.066, 9.844, 10.040, 12.492, 9.449]
case[4] mean=35.068 ms, median=34.253 ms, samples(ms): [29.524, 34.532, 37.525, 43.868, 33.973, 34.957, 44.217, 33.254, 27.268, 31.559]
case[5] mean=51.406 ms, median=49.236 ms, samples(ms): [48.738, 49.734, 52.788, 43.010, 42.711, 51.305, 84.597, 51.979, 40.758, 48.438]
case[6] mean=10.728 ms, median=10.532 ms, samples(ms): [10.555, 10.465, 10.509, 10.368, 9.785, 8.985, 11.804, 11.144, 11.047, 12.618]
case[7] mean=27.652 ms, median=27.534 ms, samples(ms): [30.054, 32.048, 32.423, 25.015, 30.070, 32.111, 24.878, 23.326, 24.319, 22.282]
case[8] mean=48.309 ms, median=47.721 ms, samples(ms): [40.120, 44.413, 43.116, 40.048, 63.642, 53.083, 53.080, 50.144, 47.596, 47.845]
case[9] mean=7.007 ms, median=5.462 ms, samples(ms): [9.605, 4.203, 19.149, 4.849, 5.486, 4.301, 6.661, 5.438, 5.827, 4.554]
case[10] mean=9.402 ms, median=9.016 ms, samples(ms): [7.860, 9.157, 12.973, 7.586, 9.218, 8.875, 10.064, 10.847, 8.658, 8.783]
case[11] mean=12.807 ms, median=11.164 ms, samples(ms): [12.547, 11.240, 10.876, 9.482, 9.814, 11.087, 28.255, 9.096, 13.529, 12.143]
case[12] mean=28.167 ms, median=27.708 ms, samples(ms): [25.048, 31.359, 31.458, 25.832, 26.997, 25.787, 27.786, 27.772, 31.985, 27.644]
case[13] mean=12.239 ms, median=10.244 ms, samples(ms): [18.730, 23.951, 11.979, 9.509, 9.004, 9.228, 8.023, 12.725, 8.265, 10.979]
case[14] mean=37.875 ms, median=35.386 ms, samples(ms): [34.549, 41.404, 42.611, 33.769, 36.223, 52.556, 34.501, 36.349, 34.231, 32.558]
case[15] mean=32.336 ms, median=32.063 ms, samples(ms): [32.891, 35.849, 35.134, 32.915, 31.234, 30.904, 29.795, 31.094, 27.907, 35.641]
