case_index,impl,mean_ms,median_ms,min_ms,max_ms,stdev_ms
0,reference,0.4542632959783077,0.4082461819052696,0.38042012602090836,0.7163304835557938,0.10639694579277151
1,reference,0.2278011292219162,0.2241404727101326,0.22133998572826385,0.2529602497816086,0.009517145124849092
2,reference,0.2236202359199524,0.22240029647946358,0.2194000408053398,0.2310900017619133,0.003700219384148422
3,reference,0.22299336269497871,0.2232254482805729,0.218280591070652,0.22844970226287842,0.003293285095211615
4,reference,85.40281858295202,80.3354843519628,78.4147186204791,109.93678774684668,11.546000085161234
5,reference,4.275279864668846,2.473037224262953,2.1940311416983604,16.556480899453163,4.413888532687903
6,reference,66.19589971378446,66.22255593538284,65.51659107208252,66.681451164186,0.3742842566198122
7,reference,0.22442499175667763,0.222835224121809,0.21415948867797852,0.23971032351255417,0.008659729618971292
8,reference,0.23041404783725739,0.22830581292510033,0.22464990615844727,0.24161022156476974,0.005744733367575304
9,reference,0.22397032007575035,0.2227500081062317,0.21919049322605133,0.234849750995636,0.004914418061146031
10,reference,0.378264207392931,0.37992093712091446,0.3627799451351166,0.39406027644872665,0.009972304492605583
11,reference,0.2908281050622463,0.2837907522916794,0.279339961707592,0.32263994216918945,0.015542792778815184
12,reference,0.3798780031502247,0.3736899234354496,0.36698952317237854,0.4325602203607559,0.019104201973623135
13,reference,0.22461600601673126,0.22301031276583672,0.2188095822930336,0.24070963263511658,0.006700774678430808
14,reference,0.2253071404993534,0.22483011707663536,0.21780002862215042,0.23877061903476715,0.00617250672461128
15,reference,0.23032715544104576,0.22488506510853767,0.2186708152294159,0.261419452726841,0.012911246970294806
16,reference,78.72566059231758,78.59114883467555,77.98233814537525,80.82490973174572,0.8220913869556576
17,reference,1.3291407376527786,1.302945427596569,1.2674303725361824,1.4732303097844124,0.0754390649966942
18,reference,83.55287835001945,82.11708022281528,81.43632020801306,91.44151583313942,3.2586040461735934
19,reference,0.48034535720944405,0.4011448472738266,0.36833155900239944,0.8176406845450401,0.17722079797144627
20,reference,0.35971906036138535,0.35959528759121895,0.3264099359512329,0.4115607589483261,0.026203053902378638
