case_index,impl,mean_ms,median_ms,min_ms,max_ms,stdev_ms
0,reference,0.36988090723752975,0.3595096059143543,0.3080694004893303,0.47193001955747604,0.05138424408124874
1,reference,0.41757915169000626,0.38164015859365463,0.3697201609611511,0.7447497919201851,0.1152595074632306
2,reference,0.42226221412420273,0.3948695957660675,0.35732053220272064,0.7497994229197502,0.11802004339627371
3,reference,0.35629142075777054,0.3555002622306347,0.3490010276436806,0.36611035466194153,0.006219871885033025
4,reference,0.3459462895989418,0.33873505890369415,0.33393967896699905,0.3903498873114586,0.01696259582248545
5,reference,0.47885123640298843,0.36021042615175247,0.32876990735530853,0.9608808904886246,0.23669828212959465
6,reference,0.5410892888903618,0.4510246217250824,0.4053805023431778,0.8773216977715492,0.1644879575477217
7,reference,0.4924214445054531,0.44654542580246925,0.4025399684906006,0.7674815133213997,0.1174584180108193
8,reference,0.36959825083613396,0.36865007132291794,0.36134012043476105,0.3808904439210892,0.006168624420711565
9,reference,0.43670134618878365,0.34982990473508835,0.3237305209040642,0.7329313084483147,0.1485970026038308
10,reference,0.5553492344915867,0.5584349855780602,0.5215099081397057,0.5752900615334511,0.016543282054982157
11,reference,0.5597652867436409,0.5438150838017464,0.5283597856760025,0.6696311756968498,0.043454941889518706
12,reference,0.8171794936060905,0.8051409386098385,0.79296063631773,0.867021270096302,0.027092107088896887
13,reference,0.9004474617540836,0.8157654665410519,0.5748504772782326,1.5613408759236336,0.2871363428433565
14,reference,0.4762202501296997,0.47278590500354767,0.46131107956171036,0.502709299325943,0.01268520732587506
15,reference,0.5157275125384331,0.507870689034462,0.4103193059563637,0.6577502936124802,0.0750192000079405
16,reference,0.6826526485383511,0.6256061606109142,0.509411096572876,0.9777108207345009,0.1359814213183741
17,reference,0.4882732406258583,0.486595556139946,0.4781195893883705,0.5080699920654297,0.010026415914549261
18,reference,0.4986473359167576,0.49681495875120163,0.4838109016418457,0.5153398960828781,0.008253327879609744
19,reference,0.5248214118182659,0.5067200399935246,0.49667060375213623,0.593000091612339,0.036261877690708384
20,reference,0.639350526034832,0.617575366050005,0.5066795274615288,0.8544009178876877,0.1224725387597053
21,reference,0.6285153329372406,0.6195954047143459,0.5776304751634598,0.7107006385922432,0.042255714732135956
22,reference,0.42853010818362236,0.4279552958905697,0.4219701513648033,0.4418902099132538,0.006016482200066501
23,reference,0.45389411970973015,0.4456201568245888,0.4284298047423363,0.519169494509697,0.029239672799377434
24,reference,0.5026963539421558,0.49409084022045135,0.4677502438426018,0.5769608542323112,0.034818912832247896
25,reference,0.4721593111753464,0.47396542504429817,0.4481300711631775,0.4883101209998131,0.013544986307130457
26,reference,0.5476291291415691,0.5324953235685825,0.517609529197216,0.6873095408082008,0.04987719993458356
27,reference,0.46548405662178993,0.44347532093524933,0.41264016181230545,0.5812197923660278,0.05639106024062175
28,reference,0.8177543990314007,0.7092505693435669,0.6575305014848709,1.294650137424469,0.21684069141482046
29,reference,0.8311156183481216,0.7892907597124577,0.6168503314256668,1.2816814705729485,0.17291744418354332
30,reference,0.9024165570735931,0.9265812113881111,0.6751995533704758,1.1293012648820877,0.15905425406042464
31,reference,0.8248675614595413,0.7734759710729122,0.6645610556006432,1.0812804102897644,0.1607982181885744
32,reference,0.5885784514248371,0.5989698693156242,0.5380604416131973,0.6116703152656555,0.026900941908554472
