----------------------------------------------------------------------------------------
Impl         Status       Mean(ms)       Median          Min          Max          Std
----------------------------------------------------------------------------------------
reference    OK             29.919        6.812        0.402      423.051       66.702
----------------------------------------------------------------------------------------
reference -> /home/Code/AscendOpGenAgent/output/20260424_155444/8_ScatterBlockUpdate/model.py
case[0] mean=0.585 ms, median=0.579 ms, samples(ms): [0.667, 0.578, 0.601, 0.580, 0.569, 0.568, 0.586, 0.564, 0.556, 0.581]
case[1] mean=0.693 ms, median=0.741 ms, samples(ms): [0.708, 0.782, 0.786, 0.546, 0.782, 0.625, 0.775, 0.508, 0.776, 0.644]
case[2] mean=0.666 ms, median=0.596 ms, samples(ms): [0.913, 0.595, 0.545, 0.530, 0.898, 0.622, 0.528, 0.529, 0.905, 0.597]
case[3] mean=42.363 ms, median=41.890 ms, samples(ms): [41.853, 41.838, 41.858, 44.178, 41.893, 41.887, 41.844, 44.075, 41.896, 42.304]
case[4] mean=1.177 ms, median=1.009 ms, samples(ms): [1.590, 2.191, 1.585, 1.019, 0.805, 1.030, 0.813, 0.999, 0.807, 0.927]
case[5] mean=42.064 ms, median=42.056 ms, samples(ms): [42.173, 42.272, 41.958, 41.933, 41.943, 42.002, 42.038, 42.073, 42.173, 42.076]
case[6] mean=21.152 ms, median=21.153 ms, samples(ms): [21.166, 21.140, 21.171, 21.118, 21.105, 21.159, 21.218, 21.152, 21.153, 21.137]
case[7] mean=21.389 ms, median=21.393 ms, samples(ms): [21.351, 21.481, 21.422, 21.339, 21.413, 21.353, 21.394, 21.424, 21.317, 21.393]
case[8] mean=22.460 ms, median=21.205 ms, samples(ms): [21.200, 21.187, 21.211, 21.143, 21.223, 21.072, 21.158, 28.119, 26.944, 21.343]
case[9] mean=42.110 ms, median=42.004 ms, samples(ms): [42.127, 42.995, 42.063, 41.827, 41.892, 41.957, 42.369, 41.858, 41.984, 42.025]
case[10] mean=84.779 ms, median=84.681 ms, samples(ms): [84.912, 84.662, 85.033, 84.464, 84.517, 84.973, 84.663, 85.209, 84.700, 84.659]
case[11] mean=420.470 ms, median=421.225 ms, samples(ms): [419.269, 419.005, 419.883, 421.361, 421.281, 421.372, 421.170, 423.051, 421.310, 416.996]
case[12] mean=42.173 ms, median=42.152 ms, samples(ms): [42.082, 42.227, 42.094, 42.150, 42.182, 42.178, 42.468, 42.075, 42.122, 42.154]
case[13] mean=83.177 ms, median=83.148 ms, samples(ms): [82.831, 83.218, 82.878, 83.073, 83.603, 83.257, 83.300, 82.728, 83.077, 83.808]
case[14] mean=1.298 ms, median=1.293 ms, samples(ms): [1.340, 1.333, 1.301, 1.278, 1.280, 1.277, 1.301, 1.278, 1.303, 1.285]
case[15] mean=169.595 ms, median=169.331 ms, samples(ms): [166.219, 165.889, 165.911, 165.767, 177.412, 171.934, 169.385, 171.219, 169.277, 172.937]
case[16] mean=105.168 ms, median=105.520 ms, samples(ms): [105.539, 108.441, 105.406, 107.106, 106.649, 101.308, 103.076, 102.817, 105.838, 105.502]
