case_index,impl,mean_ms,median_ms,min_ms,max_ms,stdev_ms
750,ascendc,1.5264319255948067,1.3998709619045258,1.334499567747116,2.15075071901083,0.28119628621794135
751,ascendc,2.133503742516041,2.0571458153426647,1.9860509783029556,2.8017116710543633,0.24045166664801257
752,ascendc,1.0553236119449139,0.9696502238512039,0.9312508627772331,1.7382996156811714,0.24455216996891366
753,ascendc,2.3857370018959045,2.3947907611727715,2.3393016308546066,2.418820746243,0.02876695384229685
754,ascendc,2.7027614414691925,2.701966557651758,2.642940729856491,2.8368113562464714,0.05617343074649932
755,ascendc,1.4828870072960854,1.4049164019525051,1.3164207339286804,2.2858111187815666,0.2836862243496884
756,ascendc,2.9168634675443172,2.4910210631787777,2.300521358847618,5.050592124462128,0.901411775224395
757,ascendc,3.153965435922146,3.0217813327908516,2.9612015932798386,3.772132098674774,0.28189943708163734
758,ascendc,2.801661193370819,2.766466699540615,2.658400684595108,3.2105213031172752,0.17444944136585014
759,ascendc,2.351418137550354,2.212291117757559,2.1723713725805283,3.29465139657259,0.3518416765666885
760,ascendc,2.6444708928465843,2.6240660808980465,2.578830346465111,2.8865206986665726,0.0905795017254126
761,ascendc,1.3417717069387436,1.084525603801012,1.0487502440810204,3.44760250300169,0.7444498695864635
762,ascendc,1.0291953571140766,0.8399654179811478,0.8054198697209358,2.131020650267601,0.41290916675586076
763,ascendc,2.0193607546389103,1.9122459925711155,1.80004071444273,2.647210843861103,0.28870862690608207
764,ascendc,1.5610726550221443,1.5379260294139385,1.5110410749912262,1.7830701544880867,0.08016935813161319
765,ascendc,2.196227852255106,2.201796043664217,2.1166708320379257,2.2468306124210358,0.041369294620223054
766,ascendc,1.8565444275736809,1.6443347558379173,1.5537505969405174,2.8501516208052635,0.46382537857623246
767,ascendc,1.6949799843132496,1.6830055974423885,1.6596810892224312,1.7436202615499496,0.03075949033607627
768,ascendc,3.8157875649631023,3.6200559698045254,3.4678513184189796,4.520641639828682,0.4300928346589625
769,ascendc,3.4988775849342346,3.25350696220994,3.184111788868904,4.659071564674377,0.5673273382779379
770,ascendc,1.4194225892424583,1.3902848586440086,1.3773702085018158,1.686491072177887,0.0943941145756005
771,ascendc,0.5626799538731575,0.5614846013486385,0.5462402477860451,0.606609508395195,0.017395462102167716
772,ascendc,1.5960846096277237,1.1585606262087822,1.1478792876005173,2.7925707399845123,0.7160616632982114
773,ascendc,1.3341748155653477,1.3113459572196007,1.2906715273857117,1.5445118770003319,0.07545516318087786
774,ascendc,3.1954572536051273,3.137321677058935,3.095352090895176,3.812061622738838,0.21774246040012557
775,ascendc,1.841310877352953,1.122760120779276,1.0742610320448875,4.5563820749521255,1.2610545000399247
776,ascendc,1.7543268389999866,1.3729012571275234,1.3529211282730103,4.69870213419199,1.046202360070295
777,ascendc,3.2724826596677303,2.8699561953544617,2.6072608307003975,5.046592094004154,0.8758526306077579
778,ascendc,2.0033431239426136,1.95749057456851,1.9332915544509888,2.249660901725292,0.11163238292337836
779,ascendc,3.005041554570198,2.8946814127266407,2.855961211025715,3.3851023763418198,0.19591411097498718
780,ascendc,2.2591818124055862,1.825160812586546,1.7432104796171188,4.599802196025848,0.9079494951870178
781,ascendc,2.827179152518511,2.76482617482543,2.7193520218133926,3.128861077129841,0.14307031846023224
782,ascendc,3.074110485613346,2.7457010000944138,2.015220932662487,5.171853117644787,1.178781415101128
783,ascendc,5.625132657587528,3.8291271775960922,3.547932021319866,12.212504632771015,3.2799675311588388
784,ascendc,3.1187083572149277,1.1124205775558949,0.9389715269207954,10.021914727985859,3.245856031508017
785,ascendc,3.6746367812156677,3.3990563824772835,3.311632201075554,4.827451892197132,0.5450019220789718
786,ascendc,3.774856775999069,3.757036756724119,3.700900822877884,4.011642187833786,0.08845722090733595
787,ascendc,2.449097018688917,2.455255948007107,2.415810711681843,2.4778805673122406,0.02138323887747212
788,ascendc,1.286750566214323,1.2810658663511276,1.27481110394001,1.308090053498745,0.012643689668994686
789,ascendc,0.8967521600425243,0.8956501260399818,0.8864607661962509,0.919269397854805,0.009829591894798673
