case_index,ref_mean_ms,ref_median_ms,ref_min_ms,ref_max_ms,ref_stdev_ms,tl_mean_ms,tl_median_ms,tl_min_ms,tl_max_ms,tl_stdev_ms,ac_mean_ms,ac_median_ms,ac_min_ms,ac_max_ms,ac_stdev_ms,ac_vs_ref_speedup,tl_vs_ref_speedup
153,0.2947,0.2902,0.2714,0.3174,0.0145,0.5751,0.5726,0.5607,0.5952,0.0102,0.3802,0.3786,0.3756,0.3976,0.0065,0.775,0.512
154,0.2716,0.2645,0.2470,0.3133,0.0245,0.5261,0.5234,0.5157,0.5551,0.0117,0.3157,0.3116,0.3094,0.3371,0.0098,0.860,0.516
155,0.3023,0.3010,0.2832,0.3320,0.0153,0.5637,0.5617,0.5584,0.5798,0.0064,0.3822,0.3806,0.3729,0.4091,0.0102,0.791,0.536
156,0.4324,0.4239,0.4088,0.4796,0.0243,2.2610,2.2593,2.2533,2.2756,0.0074,2.3730,2.3738,2.3100,2.4459,0.0616,0.182,0.191
157,0.4238,0.4142,0.3727,0.5175,0.0449,2.5433,2.2316,2.1925,3.5060,0.4712,2.3900,2.3875,2.3691,2.4309,0.0202,0.177,0.167
158,0.3818,0.3743,0.3662,0.4126,0.0163,2.3513,2.2665,2.2497,3.0125,0.2360,2.3750,2.3736,2.3490,2.4013,0.0216,0.161,0.162
159,0.3522,0.3476,0.3305,0.3897,0.0202,2.6006,2.3980,2.3007,3.7277,0.4621,2.2988,2.3001,2.2789,2.3205,0.0146,0.153,0.135
160,0.3307,0.3211,0.3122,0.3861,0.0229,1.3403,1.3562,1.2837,1.3673,0.0299,1.2697,1.2737,1.2529,1.2825,0.0103,0.260,0.247
161,0.3997,0.4022,0.3422,0.5048,0.0529,2.1390,2.1327,2.1229,2.1800,0.0172,2.3338,2.3363,2.3196,2.3457,0.0106,0.171,0.187
162,81.8213,78.5176,74.6330,99.8441,8.0027,455.6055,455.1773,454.7700,459.0064,1.2524,540.5120,541.1415,535.0296,545.5865,5.2003,0.151,0.180
163,2.6841,2.6962,2.3877,2.9461,0.1718,23.1948,23.1810,23.1684,23.2819,0.0335,27.4053,27.4255,27.0323,27.7833,0.3490,0.098,0.116
164,84.0644,81.1438,79.6054,110.9062,9.5257,448.6823,448.4674,448.1285,449.9352,0.6018,533.7497,533.7767,529.2977,538.2257,4.6603,0.157,0.187
165,0.4972,0.4669,0.4036,0.6411,0.0934,2.4219,2.4213,2.3696,2.4585,0.0291,2.5212,2.5295,2.4651,2.5901,0.0423,0.197,0.205
166,0.4568,0.4303,0.4224,0.5552,0.0527,2.3896,2.3953,2.3421,2.4198,0.0245,2.5336,2.5281,2.4991,2.5695,0.0229,0.180,0.191
167,0.6172,0.5541,0.4286,0.9358,0.2148,2.3889,2.3898,2.3225,2.4306,0.0310,2.5438,2.5439,2.4928,2.5796,0.0279,0.243,0.258
168,0.6337,0.4612,0.4291,1.0084,0.2518,2.2572,2.2547,2.2505,2.2719,0.0067,2.4340,2.4345,2.3908,2.5021,0.0392,0.260,0.281
169,0.7037,0.7032,0.4794,0.9371,0.2295,2.2313,2.2267,2.2243,2.2505,0.0093,2.3430,2.3433,2.3038,2.3913,0.0362,0.300,0.315
170,0.4523,0.4222,0.4156,0.7171,0.0932,2.2473,2.2159,2.2072,2.3751,0.0674,2.4035,2.4019,2.3794,2.4366,0.0239,0.188,0.201
171,0.4077,0.4065,0.3927,0.4221,0.0095,2.2098,2.2051,2.1995,2.2257,0.0097,2.4118,2.3657,2.3445,2.5270,0.0719,0.169,0.184
172,0.4467,0.4210,0.3276,0.6110,0.1244,1.3168,1.3256,1.2911,1.3350,0.0169,1.2946,1.2980,1.2641,1.3115,0.0171,0.345,0.339
173,0.3456,0.3414,0.3330,0.3710,0.0114,1.3415,1.3423,1.3198,1.3829,0.0193,1.2724,1.2794,1.2321,1.2900,0.0176,0.272,0.258
174,83.5316,81.6668,79.6201,91.3411,3.8897,455.6512,455.1307,454.7600,456.9900,0.9277,540.4372,540.4363,534.8224,546.0632,5.8676,0.155,0.183
175,70.3089,69.8124,69.3823,75.3351,1.7869,355.6763,355.9536,354.8235,356.3199,0.5638,430.4525,430.4442,426.4301,434.7503,4.1352,0.163,0.198
176,73.2793,72.2637,71.7062,78.9056,2.1592,402.2650,400.5246,400.0259,415.1198,4.6172,488.1029,489.5515,483.2681,492.0528,4.1443,0.150,0.182
177,0.3016,0.2972,0.2867,0.3545,0.0197,1.5224,1.5170,1.4713,1.5828,0.0343,1.4290,1.4139,1.3867,1.4865,0.0332,0.211,0.198
178,0.2453,0.2356,0.2269,0.3116,0.0248,1.4822,1.4815,1.4074,1.5825,0.0495,1.3948,1.3976,1.3220,1.4710,0.0558,0.176,0.165
179,0.2434,0.2358,0.2300,0.3036,0.0220,1.4848,1.4865,1.4163,1.5671,0.0487,1.4205,1.4212,1.3724,1.4740,0.0310,0.171,0.164
180,0.3461,0.3391,0.3312,0.4007,0.0210,4.1659,4.1570,3.9638,4.4487,0.1399,4.5290,4.5592,4.3015,4.7877,0.1740,0.076,0.083
181,0.3384,0.3062,0.2963,0.5882,0.0904,4.4254,4.2555,4.0438,6.0811,0.6055,4.5471,4.5308,4.3760,4.7218,0.1428,0.074,0.076
182,0.3034,0.3017,0.2974,0.3163,0.0064,4.0478,4.0065,3.7086,4.3089,0.2080,4.5871,4.6236,4.4585,4.6802,0.0886,0.066,0.075
183,0.3445,0.3457,0.3110,0.3727,0.0196,4.2221,4.1711,3.8978,4.6519,0.2363,4.4525,4.4466,4.2193,4.7084,0.1463,0.077,0.082
184,0.3297,0.3187,0.3097,0.3729,0.0226,4.1479,4.1756,3.8742,4.4899,0.2295,5.0864,4.6401,4.3822,9.3424,1.5011,0.065,0.079
185,0.3815,0.3680,0.3618,0.4941,0.0401,4.2710,4.2833,4.0852,4.4382,0.1168,4.6476,4.6751,4.5449,4.7101,0.0622,0.082,0.089
186,1.3018,1.2939,1.2847,1.3677,0.0244,2.2675,2.2580,2.2295,2.3833,0.0454,2.2997,2.2974,2.1974,2.3745,0.0563,0.566,0.574
187,1.3023,1.2854,1.2474,1.4381,0.0591,2.3194,2.2957,2.2514,2.5289,0.0807,2.3113,2.3138,2.2153,2.3976,0.0627,0.563,0.562
188,1.2668,1.2535,1.2323,1.4099,0.0540,2.2522,2.2526,2.1701,2.3276,0.0674,2.2852,2.2909,2.2031,2.3819,0.0568,0.554,0.562
189,1.3004,1.2767,1.2614,1.4766,0.0667,2.2511,2.2484,2.1969,2.2992,0.0463,2.2475,2.2397,2.1411,2.3436,0.0634,0.579,0.578
190,1.3081,1.3004,1.2730,1.3876,0.0338,2.3420,2.2603,2.1380,3.4920,0.4093,2.2726,2.2701,2.1946,2.3491,0.0546,0.576,0.559
191,1.2786,1.2783,1.2736,1.2882,0.0045,2.1911,2.1833,2.1451,2.2450,0.0455,2.3431,2.3225,2.2376,2.4946,0.0737,0.546,0.584
192,0.6157,0.5491,0.4705,0.9422,0.1636,1.9619,1.9574,1.9241,2.0012,0.0275,2.0192,2.0176,1.9865,2.0651,0.0286,0.305,0.314
193,0.6775,0.6797,0.5155,0.8509,0.1641,1.5361,1.5377,1.5134,1.5623,0.0127,1.5319,1.5333,1.4933,1.5751,0.0266,0.442,0.441
194,0.4633,0.4494,0.4267,0.5122,0.0309,1.5410,1.5401,1.5205,1.5619,0.0135,1.6177,1.5441,1.4885,2.1929,0.2083,0.286,0.301
195,0.7036,0.7075,0.5334,0.8785,0.1691,1.9745,1.9886,1.8798,2.0131,0.0414,1.9617,1.9668,1.9297,1.9925,0.0238,0.359,0.356
196,0.6130,0.5273,0.4884,0.8251,0.1375,1.5525,1.5526,1.5258,1.5872,0.0186,2.1534,1.4846,1.4374,8.2034,2.1258,0.285,0.395
197,0.5367,0.5369,0.5281,0.5511,0.0066,2.0232,2.0235,1.9877,2.0474,0.0176,1.9689,1.9611,1.9322,2.0508,0.0360,0.273,0.265
198,0.5510,0.5495,0.5448,0.5680,0.0066,3.8156,3.7957,3.5844,3.9895,0.1201,4.0838,4.1552,3.9079,4.2560,0.1453,0.135,0.144
199,0.5489,0.5452,0.5360,0.5779,0.0132,3.7927,3.7822,3.6228,3.9059,0.0944,4.0564,4.0506,3.8442,4.2855,0.1205,0.135,0.145
200,0.5575,0.5557,0.5507,0.5705,0.0067,3.8571,3.7936,3.7495,4.0427,0.1102,4.1250,4.0794,4.0462,4.4585,0.1230,0.135,0.145
201,0.5722,0.5538,0.5458,0.6485,0.0396,3.9963,4.0093,3.8115,4.1926,0.1087,4.0529,4.0673,3.9702,4.1056,0.0503,0.141,0.143
202,0.5474,0.5432,0.5338,0.5814,0.0141,3.8183,3.8105,3.6853,4.0802,0.1236,4.7381,4.1854,3.9141,6.7903,1.0638,0.116,0.143
203,0.5372,0.5319,0.5280,0.5571,0.0110,3.8525,3.8082,3.6849,4.1133,0.1495,4.0503,4.0529,3.9459,4.1291,0.0628,0.133,0.139
204,0.3738,0.3695,0.3662,0.3967,0.0100,6.1087,6.1805,5.6593,6.5817,0.3088,6.8832,6.8939,6.4738,7.2910,0.2625,0.054,0.061
205,0.3784,0.3782,0.3703,0.3889,0.0054,6.3397,6.3473,6.0344,6.7347,0.2635,7.0794,7.0990,6.6810,7.5652,0.2703,0.053,0.060
206,0.3809,0.3772,0.3723,0.3948,0.0080,6.2825,6.1992,6.0462,6.5505,0.1974,6.9647,6.9761,6.4769,7.2443,0.2255,0.055,0.061
207,0.4037,0.4026,0.3928,0.4243,0.0094,6.1362,6.0812,5.5743,6.6925,0.3797,7.0276,6.9891,6.5614,7.5799,0.2800,0.057,0.066
208,0.5167,0.4511,0.3826,0.7670,0.1382,6.3641,6.3738,6.1260,6.5781,0.1482,7.1003,7.0563,6.7855,7.5625,0.2356,0.073,0.081
209,0.5958,0.5401,0.4825,0.8580,0.1381,6.4943,6.4606,6.2493,6.8092,0.2064,7.0786,6.9793,6.8346,7.4443,0.2363,0.084,0.092
210,0.6284,0.6118,0.5884,0.7706,0.0544,1.6426,1.6206,1.6009,1.7875,0.0564,1.5558,1.5546,1.5368,1.5821,0.0154,0.404,0.383
211,0.6839,0.6387,0.5801,0.9936,0.1319,1.6201,1.6154,1.6002,1.6507,0.0155,1.5690,1.5624,1.5428,1.6092,0.0231,0.436,0.422
212,0.6600,0.6170,0.5873,0.8729,0.1009,1.6210,1.6243,1.5927,1.6408,0.0151,1.5632,1.5659,1.5344,1.5761,0.0133,0.422,0.407
213,0.6224,0.6038,0.5764,0.7246,0.0527,1.6314,1.6291,1.6123,1.6550,0.0129,1.5591,1.5539,1.5320,1.6019,0.0233,0.399,0.382
214,0.7508,0.7827,0.4752,1.0036,0.1800,1.6318,1.6284,1.6220,1.6484,0.0103,1.5680,1.5663,1.5410,1.6072,0.0226,0.479,0.460
215,0.5623,0.4712,0.4330,0.9035,0.1682,1.6704,1.6662,1.6542,1.6961,0.0159,1.5756,1.5687,1.5545,1.6049,0.0195,0.357,0.337
216,1.0071,0.9172,0.8598,1.2519,0.1596,5.9517,5.8927,5.6238,6.5053,0.2807,6.5771,6.5960,6.4067,6.6738,0.0814,0.153,0.169
217,0.8554,0.8487,0.8417,0.8970,0.0166,5.8243,5.8679,5.5522,6.1365,0.1848,9.9373,7.0473,6.4427,20.0216,5.0356,0.086,0.147
218,0.9809,0.9203,0.9022,1.3017,0.1326,5.9784,5.9472,5.6517,6.4136,0.2425,6.8440,6.7639,6.4648,7.3371,0.3026,0.143,0.164
219,1.0702,1.0609,1.0436,1.1182,0.0232,5.8582,5.8460,5.6058,6.1180,0.1831,7.3211,7.3565,7.0007,7.5791,0.1931,0.146,0.183
220,0.9210,0.9104,0.9038,0.9534,0.0193,5.9011,5.8758,5.4295,6.2379,0.2471,6.9061,6.8875,6.5248,7.3150,0.2263,0.133,0.156
221,0.9238,0.9101,0.8988,1.0097,0.0337,5.7696,5.7566,5.5534,6.0543,0.1706,6.8848,6.9602,6.2078,7.3398,0.3732,0.134,0.160
222,0.8301,0.8128,0.7711,0.9267,0.0512,1.3572,1.3582,1.3379,1.3790,0.0151,1.2577,1.2495,1.1916,1.3448,0.0476,0.660,0.612
223,0.8883,0.8283,0.8109,1.2057,0.1317,1.4457,1.4134,1.3978,1.5630,0.0609,1.3107,1.2930,1.2258,1.5633,0.0952,0.678,0.614
224,0.8383,0.7768,0.6894,1.4276,0.2181,1.9403,1.4385,1.4051,4.8196,1.1305,1.3206,1.2956,1.2372,1.4804,0.0760,0.635,0.432
225,0.7743,0.7810,0.7254,0.8264,0.0327,1.4720,1.4590,1.4163,1.5987,0.0542,1.3168,1.3033,1.2518,1.4226,0.0634,0.588,0.526
226,0.7563,0.7510,0.7369,0.7825,0.0176,1.4462,1.4306,1.4101,1.6091,0.0583,1.3204,1.2860,1.2515,1.5784,0.0985,0.573,0.523
227,0.8480,0.7932,0.7455,1.0425,0.1125,1.6457,1.4737,1.4237,3.1822,0.5407,1.2477,1.2420,1.2205,1.2807,0.0211,0.680,0.515
228,1.0928,1.0380,0.9159,1.3903,0.1603,1.9789,1.9574,1.9108,2.1498,0.0725,1.7337,1.7230,1.6956,1.8071,0.0360,0.630,0.552
229,0.9669,0.9368,0.9205,1.1259,0.0658,1.9584,1.9642,1.9274,1.9826,0.0194,1.7689,1.7609,1.7010,1.8346,0.0491,0.547,0.494
230,0.9478,0.9315,0.9121,1.0515,0.0456,1.9024,1.8910,1.8460,1.9659,0.0394,1.7586,1.7515,1.7197,1.8210,0.0333,0.539,0.498
231,0.9601,0.9372,0.9253,1.1616,0.0715,1.9435,1.9363,1.9118,1.9837,0.0226,1.7744,1.7822,1.7097,1.8124,0.0360,0.541,0.494
232,0.9212,0.9095,0.9017,1.0272,0.0377,1.9247,1.9289,1.8928,1.9551,0.0204,1.8364,1.7647,1.6944,2.1242,0.1584,0.502,0.479
233,0.8227,0.8209,0.8122,0.8362,0.0082,1.9206,1.9316,1.8895,1.9456,0.0220,1.7425,1.7493,1.6535,1.8282,0.0563,0.472,0.428
234,2.0257,2.0275,2.0086,2.0471,0.0128,2.8323,2.8313,2.7259,2.9869,0.0695,2.6964,2.7020,2.6378,2.7350,0.0360,0.751,0.715
235,2.0171,2.0131,2.0003,2.0446,0.0138,2.7182,2.7176,2.6499,2.7961,0.0525,2.6768,2.6858,2.5462,2.7389,0.0568,0.754,0.742
236,1.7569,1.7570,1.7449,1.7649,0.0067,2.6885,2.6895,2.6067,2.7553,0.0555,2.6098,2.6045,2.5224,2.7094,0.0620,0.673,0.653
237,2.0282,2.0284,2.0022,2.0571,0.0182,2.6798,2.6653,2.6064,2.8263,0.0702,2.7670,2.7285,2.6393,3.1055,0.1442,0.733,0.757
238,2.0096,2.0083,1.9950,2.0333,0.0124,2.6425,2.6278,2.5644,2.7936,0.0710,2.7982,2.7422,2.7017,3.1825,0.1451,0.718,0.760
239,2.0257,2.0228,2.0029,2.0576,0.0155,2.7253,2.7309,2.6758,2.7540,0.0261,2.7128,2.7109,2.6662,2.7649,0.0306,0.747,0.743
240,0.3995,0.3973,0.3926,0.4195,0.0086,1.9668,1.9720,1.8942,2.0376,0.0513,1.8685,1.8747,1.8284,1.9149,0.0306,0.214,0.203
241,0.3882,0.3872,0.3791,0.3998,0.0074,1.9356,1.9339,1.8927,1.9826,0.0363,1.8930,1.8964,1.8091,1.9697,0.0578,0.205,0.201
242,0.4112,0.4101,0.4023,0.4231,0.0065,1.9721,1.9775,1.9326,1.9969,0.0188,1.8745,1.8842,1.8146,1.9634,0.0533,0.219,0.208
243,0.4063,0.4047,0.3971,0.4204,0.0077,1.9743,1.9814,1.9190,2.0122,0.0353,1.9030,1.8868,1.8701,1.9813,0.0399,0.214,0.206
244,0.3992,0.3976,0.3921,0.4116,0.0053,1.9803,1.9779,1.9302,2.0696,0.0399,1.8633,1.8478,1.7958,1.9198,0.0467,0.214,0.202
245,0.4090,0.4065,0.4021,0.4320,0.0086,2.0114,1.9895,1.9599,2.0969,0.0495,1.9258,1.9391,1.8583,1.9665,0.0368,0.212,0.203
246,0.6486,0.6455,0.6374,0.6696,0.0110,1.4062,1.4027,1.3887,1.4426,0.0148,1.1942,1.1932,1.1675,1.2149,0.0135,0.543,0.461
247,0.6124,0.6111,0.6036,0.6233,0.0058,1.3949,1.3938,1.3763,1.4143,0.0132,1.1958,1.1956,1.1704,1.2209,0.0163,0.512,0.439
248,0.5872,0.5861,0.5793,0.6034,0.0067,1.3868,1.3869,1.3529,1.4095,0.0170,1.1945,1.1985,1.1648,1.2390,0.0225,0.492,0.423
249,0.6450,0.6420,0.6390,0.6564,0.0067,1.3926,1.3925,1.3681,1.4294,0.0172,1.2051,1.2083,1.1806,1.2233,0.0140,0.535,0.463
250,0.6071,0.6072,0.5976,0.6147,0.0056,1.3320,1.3313,1.3015,1.3689,0.0219,1.2037,1.2072,1.1672,1.2252,0.0175,0.504,0.456
251,0.6690,0.6657,0.6571,0.6835,0.0105,1.3746,1.3782,1.3412,1.4118,0.0207,1.2028,1.2034,1.1753,1.2331,0.0159,0.556,0.487
252,0.8599,0.9233,0.6182,1.3681,0.2416,4.3842,4.3155,4.2102,4.6260,0.1539,4.6806,4.6787,4.5786,4.8887,0.0924,0.184,0.196
253,0.4872,0.4877,0.4504,0.5133,0.0195,4.4479,4.4257,4.2671,4.6517,0.1262,4.6180,4.6271,4.3675,4.9568,0.1889,0.106,0.110
254,0.9439,0.9237,0.9165,1.1106,0.0593,4.5577,4.5663,4.3728,4.7460,0.1245,4.7133,4.7041,4.5780,4.8826,0.0987,0.200,0.207
255,0.9519,0.9539,0.9355,0.9689,0.0101,4.3729,4.3456,4.2183,4.5195,0.1034,4.7444,4.7053,4.5438,4.9785,0.1373,0.201,0.218
256,0.6678,0.6654,0.6592,0.6838,0.0081,4.2817,4.2404,3.9994,4.6269,0.1866,4.5619,4.5869,4.3158,4.8550,0.1752,0.146,0.156
257,0.6713,0.6682,0.6626,0.6868,0.0078,4.4069,4.3885,4.1890,4.9500,0.2111,4.6693,4.6277,4.3743,5.1178,0.2217,0.144,0.152
258,0.5767,0.5092,0.4936,0.8777,0.1501,2.3588,2.3618,2.3158,2.3945,0.0250,2.6373,2.4156,2.3328,4.3343,0.6045,0.219,0.244
259,0.9375,0.9351,0.9265,0.9640,0.0104,2.3890,2.3435,2.3089,2.8109,0.1500,2.5122,2.4734,2.3667,2.9852,0.1776,0.373,0.392
260,0.5994,0.6026,0.5419,0.6321,0.0246,2.5176,2.4636,2.3539,3.1114,0.2236,2.5179,2.4979,2.4579,2.6307,0.0539,0.238,0.238
261,0.9644,0.9638,0.9475,0.9848,0.0098,2.3154,2.3138,2.2129,2.3864,0.0488,2.9603,2.4214,2.3611,6.1136,1.2297,0.326,0.417
262,0.9360,0.9316,0.9229,0.9629,0.0120,2.3302,2.3492,2.2453,2.3758,0.0473,2.4551,2.4025,2.3362,2.8183,0.1532,0.381,0.402
263,0.6070,0.6073,0.5991,0.6145,0.0050,2.3539,2.3450,2.3365,2.4088,0.0212,2.4844,2.4618,2.3464,2.7707,0.1232,0.244,0.258
264,0.3856,0.3840,0.3758,0.3997,0.0069,1.2770,1.2721,1.2526,1.3066,0.0167,1.2283,1.1904,1.1684,1.5845,0.1257,0.314,0.302
265,0.3733,0.3726,0.3627,0.3919,0.0084,1.2662,1.2651,1.2333,1.2863,0.0168,1.1448,1.1227,1.0849,1.3393,0.0752,0.326,0.295
266,0.3699,0.3595,0.3081,0.4719,0.0514,1.2918,1.2775,1.2508,1.4698,0.0633,1.3299,1.1603,1.1282,2.6417,0.4664,0.278,0.286
267,0.4176,0.3816,0.3697,0.7447,0.1153,1.3034,1.2950,1.2609,1.4220,0.0447,1.1752,1.1706,1.1564,1.2060,0.0165,0.355,0.320
268,0.4223,0.3949,0.3573,0.7498,0.1180,1.2984,1.2988,1.2752,1.3238,0.0169,1.2941,1.2086,1.1578,1.6329,0.1592,0.326,0.325
269,0.3563,0.3555,0.3490,0.3661,0.0062,1.2971,1.2959,1.2790,1.3127,0.0115,1.2128,1.1600,1.1285,1.4876,0.1213,0.294,0.275
270,0.3459,0.3387,0.3339,0.3903,0.0170,1.5361,1.5488,1.4870,1.5662,0.0246,1.5727,1.4772,1.4537,2.4675,0.3146,0.220,0.225
271,0.4789,0.3602,0.3288,0.9609,0.2367,1.5444,1.5434,1.5096,1.5763,0.0227,1.3949,1.3888,1.3557,1.4828,0.0374,0.343,0.310
272,0.5411,0.4510,0.4054,0.8773,0.1645,1.6602,1.6333,1.5781,1.9815,0.1155,1.5319,1.4907,1.4497,1.9485,0.1473,0.353,0.326
273,0.4924,0.4465,0.4025,0.7675,0.1175,1.6089,1.6078,1.5827,1.6383,0.0163,1.4220,1.4199,1.4014,1.4498,0.0134,0.346,0.306
274,0.3696,0.3687,0.3613,0.3809,0.0062,1.5475,1.5415,1.4987,1.5871,0.0280,1.4757,1.4731,1.4518,1.5092,0.0149,0.250,0.239
275,0.4367,0.3498,0.3237,0.7329,0.1486,1.5988,1.6139,1.5348,1.6308,0.0345,1.4524,1.4513,1.4266,1.4871,0.0160,0.301,0.273
276,0.5553,0.5584,0.5215,0.5753,0.0165,2.8875,2.8861,2.8742,2.9050,0.0119,3.0934,3.0877,3.0302,3.2109,0.0619,0.180,0.192
277,0.5598,0.5438,0.5284,0.6696,0.0435,1.7641,1.7739,1.7158,1.7899,0.0270,1.7580,1.7632,1.7254,1.7843,0.0210,0.318,0.317
278,0.8172,0.8051,0.7930,0.8670,0.0271,2.3231,2.3321,2.2630,2.3783,0.0429,2.4805,2.4633,2.3754,2.7364,0.1025,0.329,0.352
279,0.9004,0.8158,0.5749,1.5613,0.2871,2.8801,2.8778,2.8422,2.9133,0.0256,3.0977,3.0992,3.0671,3.1526,0.0248,0.291,0.313
280,0.4762,0.4728,0.4613,0.5027,0.0127,1.7937,1.7883,1.7483,1.8602,0.0282,1.7624,1.7430,1.7139,1.8949,0.0524,0.270,0.265
281,0.5157,0.5079,0.4103,0.6578,0.0750,1.7924,1.7869,1.7672,1.8349,0.0212,1.7191,1.7170,1.6392,1.7670,0.0398,0.300,0.288
282,0.6827,0.6256,0.5094,0.9777,0.1360,6.4040,6.4212,6.0740,6.8063,0.2250,7.1566,7.1912,6.8967,7.5170,0.2321,0.095,0.107
283,0.4883,0.4866,0.4781,0.5081,0.0100,6.7283,6.5315,5.9243,8.5515,0.7958,7.2914,7.2402,6.9512,7.9426,0.3125,0.067,0.073
284,0.4986,0.4968,0.4838,0.5153,0.0083,6.4344,6.4185,6.1295,6.8033,0.1989,7.1689,7.1895,6.9018,7.4978,0.2090,0.070,0.077
285,0.5248,0.5067,0.4967,0.5930,0.0363,6.4516,6.4702,6.1391,6.5664,0.1205,7.4006,7.3683,7.0802,7.7933,0.2439,0.071,0.081
286,0.6394,0.6176,0.5067,0.8544,0.1225,6.4392,6.4496,6.1586,6.5833,0.1333,7.2923,7.3669,6.9750,7.5739,0.1928,0.088,0.099
287,0.6285,0.6196,0.5776,0.7107,0.0423,6.3059,6.1523,5.8467,6.8389,0.3658,7.1680,7.1788,6.8696,7.4832,0.1994,0.088,0.100
288,0.4285,0.4280,0.4220,0.4419,0.0060,5.6451,5.6679,5.3806,5.7713,0.1208,5.8069,5.8037,5.7968,5.8292,0.0097,0.074,0.076
289,0.4539,0.4456,0.4284,0.5192,0.0292,5.8033,5.7858,5.7619,5.9702,0.0599,6.2530,6.2050,5.9519,6.5447,0.1795,0.073,0.078
290,0.5027,0.4941,0.4678,0.5770,0.0348,5.9681,5.9535,5.9326,6.0569,0.0438,6.1675,6.1737,5.8144,6.4694,0.2261,0.082,0.084
291,0.4722,0.4740,0.4481,0.4883,0.0135,5.7347,5.6562,5.4601,6.0622,0.2293,6.5774,6.5801,6.5545,6.6021,0.0144,0.072,0.082
292,0.5476,0.5325,0.5176,0.6873,0.0499,5.6616,5.6594,5.6218,5.7472,0.0373,6.0948,6.0816,5.8453,6.3655,0.1955,0.090,0.097
293,0.4655,0.4435,0.4126,0.5812,0.0564,5.9358,5.9081,5.8839,6.1702,0.0859,6.8079,6.5033,5.7677,11.3069,1.6281,0.068,0.078
294,0.8178,0.7093,0.6575,1.2947,0.2168,2.5735,2.5794,2.5026,2.6432,0.0400,2.7633,2.7424,2.5844,3.1043,0.1365,0.296,0.318
295,0.8311,0.7893,0.6169,1.2817,0.1729,1.5823,1.5867,1.5448,1.6275,0.0309,1.5856,1.5668,1.4905,1.8041,0.0968,0.524,0.525
296,0.9024,0.9266,0.6752,1.1293,0.1591,2.5587,2.5584,2.4741,2.6498,0.0509,2.7299,2.7366,2.6818,2.8101,0.0404,0.331,0.353
297,0.8249,0.7735,0.6646,1.0813,0.1608,2.5439,2.5324,2.4582,2.7467,0.0808,3.0211,2.7332,2.5488,5.7720,0.9707,0.273,0.324
298,0.5886,0.5990,0.5381,0.6117,0.0269,1.5707,1.5610,1.5273,1.6556,0.0354,1.5472,1.5325,1.4960,1.6228,0.0436,0.380,0.375
299,0.8863,0.8516,0.7709,1.0359,0.1107,2.6112,2.5953,2.5302,2.8984,0.1062,2.7697,2.7712,2.6467,2.9105,0.0689,0.320,0.339
